amount_received,receiving_currency,amount_paid,payment_currency,payment_format,from_entity_type,from_bank_prefix,from_entity_account_count,from_entity_bank_count,to_entity_type,to_bank_prefix,to_entity_account_count,to_entity_bank_count,hour,day,day_of_week,is_weekend,amount_paid_log1p,amount_received_log1p,amount_abs_diff,amount_ratio_paid_to_received,same_bank,same_account,same_entity,cross_currency,is_laundering
5144.14,Euro,5144.14,Euro,Cheque,Partnership,Slovakia,103,80,Corporation,Germany,3,3,0,1,3,0,8.545807858782295,8.545807858782295,0.0,1.0,0,0,0,0,0
77.49,Yuan,77.49,Yuan,Reinvestment,Sole Proprietorship,China,357,167,Sole Proprietorship,China,357,167,0,1,3,0,4.362971228138722,4.362971228138722,0.0,1.0,1,1,1,0,0
1212440.29,US Dollar,1212440.29,US Dollar,Reinvestment,Partnership,Sunrise Cooperative,1,1,Partnership,Sunrise Cooperative,1,1,0,1,3,0,14.008146480002903,14.008146480002903,0.0,1.0,1,1,1,0,0
1291876.33,Rupee,1291876.33,Rupee,Credit Card,Corporation,China,11,11,Sole Proprietorship,India,2,2,0,1,3,0,14.071607012996612,14.071607012996612,0.0,1.0,0,0,0,0,0
1948.87,Yen,1948.87,Yen,Reinvestment,Partnership,Mexico,91,63,Partnership,Mexico,91,63,0,1,3,0,7.575517982668805,7.575517982668805,0.0,1.0,1,1,1,0,0
1937.54,US Dollar,1937.54,US Dollar,Reinvestment,Sole Proprietorship,Spruce,9,9,Sole Proprietorship,Spruce,9,9,0,1,3,0,7.569690391409315,7.569690391409315,0.0,1.0,1,1,1,0,0
14.53,US Dollar,14.53,US Dollar,Reinvestment,Corporation,Regents Thrift,7,7,Corporation,Regents Thrift,7,7,0,1,3,0,2.7427736371605955,2.7427736371605955,0.0,1.0,1,1,1,0,0
9739.3,US Dollar,9739.3,US Dollar,Reinvestment,Corporation,National,4,4,Corporation,National,4,4,0,1,3,0,9.1840271969836,9.1840271969836,0.0,1.0,1,1,1,0,0
20747484.57,Rupee,20747484.57,Rupee,Reinvestment,Corporation,India,1,1,Corporation,India,1,1,0,1,3,0,16.847935619949016,16.847935619949016,0.0,1.0,1,1,1,0,0
5670.5,Brazil Real,5670.5,Brazil Real,Credit Card,Corporation,Brazil,4055,869,Sole Proprietorship,Brazil,1,1,0,1,3,0,8.643208911999098,8.643208911999098,0.0,1.0,0,0,0,0,0
4865.82,US Dollar,4865.82,US Dollar,Cheque,Corporation,First,1,1,Partnership,Bank of Denver,1,1,0,1,3,0,8.490196025381303,8.490196025381303,0.0,1.0,0,0,0,0,0
5535.34,UK Pound,5535.34,UK Pound,Cheque,Partnership,Willows Thrift,68,31,Corporation,UK,459,120,0,1,3,0,8.61908891159658,8.61908891159658,0.0,1.0,0,0,0,0,1
311874.51,Shekel,311874.51,Shekel,Reinvestment,Sole Proprietorship,Israel,5,5,Sole Proprietorship,Israel,5,5,0,1,3,0,12.650359380757124,12.650359380757124,0.0,1.0,1,1,1,0,0
3.15,Euro,3.15,Euro,Reinvestment,Sole Proprietorship,France,38,38,Sole Proprietorship,France,38,38,0,1,3,0,1.423108334242607,1.423108334242607,0.0,1.0,1,1,1,0,0
29.8,Yuan,29.8,Yuan,Reinvestment,Partnership,China,121,93,Partnership,China,121,93,0,1,3,0,3.427514689979529,3.427514689979529,0.0,1.0,1,1,1,0,0
17.37,Euro,17.37,Euro,Reinvestment,Sole Proprietorship,Germany,16,16,Sole Proprietorship,Germany,16,16,0,1,3,0,2.9107188992270343,2.9107188992270343,0.0,1.0,1,1,1,0,0
14.73,US Dollar,14.73,US Dollar,Reinvestment,Corporation,National,1,1,Corporation,National,1,1,0,1,3,0,2.7555697170701863,2.7555697170701863,0.0,1.0,1,1,1,0,0
2718896.25,Canadian Dollar,2718896.25,Canadian Dollar,Reinvestment,Sole Proprietorship,Russia,1,1,Sole Proprietorship,Russia,1,1,0,1,3,0,14.815736933272023,14.815736933272023,0.0,1.0,1,1,1,0,0
1161.27,Australian Dollar,1161.27,Australian Dollar,Reinvestment,Corporation,Australia,4795,699,Corporation,Australia,4795,699,0,1,3,0,7.0581302684243585,7.0581302684243585,0.0,1.0,1,1,1,0,0
420.16,Euro,420.16,Euro,Cheque,Corporation,Savings,7,7,Partnership,Netherlands,2,2,0,1,3,0,6.043012808988559,6.043012808988559,0.0,1.0,0,0,0,0,0
40996.47,Yuan,40996.47,Yuan,Credit Card,Partnership,China,2,2,Partnership,China,104,72,0,1,3,0,10.621265636465397,10.621265636465397,0.0,1.0,0,0,0,0,0
5219.38,Saudi Riyal,5219.38,Saudi Riyal,Cheque,Sole Proprietorship,Willows Thrift,4793,773,Sole Proprietorship,Saudi Arabia,4793,773,0,1,3,0,8.560325475161982,8.560325475161982,0.0,1.0,0,0,1,0,1
9.75,US Dollar,9.75,US Dollar,Reinvestment,Sole Proprietorship,Bank of Philadelphia,9,9,Sole Proprietorship,Bank of Philadelphia,9,9,0,1,3,0,2.3749057545736716,2.3749057545736716,0.0,1.0,1,1,1,0,0
74.36,Yuan,74.36,Yuan,Reinvestment,Sole Proprietorship,China,125,77,Sole Proprietorship,China,125,77,0,1,3,0,4.3222766302681075,4.3222766302681075,0.0,1.0,1,1,1,0,0
42756.3,Brazil Real,42756.3,Brazil Real,Reinvestment,Sole Proprietorship,Brazil,3360,630,Sole Proprietorship,Brazil,3360,630,0,1,3,0,10.663295220020956,10.663295220020956,0.0,1.0,1,1,1,0,0
372.78,US Dollar,372.78,US Dollar,Credit Card,Corporation,Savings,8,8,Sole Proprietorship,Savings,1,1,0,1,3,0,5.923667389042157,5.923667389042157,0.0,1.0,1,0,0,0,0
20.75,Euro,20.75,Euro,Reinvestment,Sole Proprietorship,Italy,44,39,Sole Proprietorship,Italy,44,39,0,1,3,0,3.079613757534693,3.079613757534693,0.0,1.0,1,1,1,0,0
941.5,US Dollar,941.5,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Partnership,National,1,1,0,1,3,0,6.848535919322166,6.848535919322166,0.0,1.0,0,0,0,0,0
19.48,US Dollar,19.48,US Dollar,Reinvestment,Corporation,Capital Federal,3,3,Corporation,Capital Federal,3,3,0,1,3,0,3.019448800171307,3.019448800171307,0.0,1.0,1,1,1,0,0
9641.87,Swiss Franc,9641.87,Swiss Franc,ACH,Partnership,Switzerland,4,4,Partnership,Switzerland,5,5,0,1,3,0,9.173974061137752,9.173974061137752,0.0,1.0,0,0,0,0,0
17913.05,Euro,17913.05,Euro,Reinvestment,Corporation,Germany,4,4,Corporation,Germany,4,4,0,1,3,0,9.793340600144342,9.793340600144342,0.0,1.0,1,1,1,0,0
55.83,Euro,55.83,Euro,ACH,Sole Proprietorship,Belgium,3,3,Partnership,Spain,16,15,0,1,3,0,4.04006435530903,4.04006435530903,0.0,1.0,0,0,0,0,0
148561310.6,Yuan,148561310.6,Yuan,Cash,Partnership,Willows Thrift,27,26,Corporation,China,1,1,0,1,3,0,18.816508303725808,18.816508303725808,0.0,1.0,0,0,0,0,1
19714.45,US Dollar,19714.45,US Dollar,Reinvestment,Partnership,Dawn,9,9,Partnership,Dawn,9,9,0,1,3,0,9.88915787131119,9.88915787131119,0.0,1.0,1,1,1,0,0
1114389.54,US Dollar,1114389.54,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Partnership,First,1,1,0,1,3,0,13.923818212538766,13.923818212538766,0.0,1.0,0,0,0,0,0
19.74,Euro,19.74,Euro,Reinvestment,Partnership,Estonia,2,2,Partnership,Estonia,2,2,1,1,3,0,3.032064202801381,3.032064202801381,0.0,1.0,1,1,1,0,0
4.96,Euro,4.96,Euro,Reinvestment,Corporation,Greece,2,2,Corporation,Greece,2,2,0,1,3,0,1.7850704810772584,1.7850704810772584,0.0,1.0,1,1,1,0,0
5697.71,US Dollar,5697.71,US Dollar,Reinvestment,Partnership,Savings,9,9,Partnership,Savings,9,9,0,1,3,0,8.647995112419885,8.647995112419885,0.0,1.0,1,1,1,0,0
89.64,Euro,89.64,Euro,Credit Card,Corporation,Netherlands,10,10,Partnership,Savings,1,1,0,1,3,0,4.506895616719751,4.506895616719751,0.0,1.0,0,0,0,0,0
1170897.66,Saudi Riyal,1170897.66,Saudi Riyal,Reinvestment,Partnership,Saudi Arabia,7,7,Partnership,Saudi Arabia,7,7,0,1,3,0,13.973282097417338,13.973282097417338,0.0,1.0,1,1,1,0,0
83.1,US Dollar,83.1,US Dollar,Credit Card,Sole Proprietorship,National,1,1,Partnership,National,1,1,1,1,3,0,4.432006566978902,4.432006566978902,0.0,1.0,0,0,0,0,0
6188.9,Euro,6188.9,Euro,ACH,Partnership,Bank of Helena,1,1,Sole Proprietorship,Croatia,1,1,0,1,3,0,8.730674210459293,8.730674210459293,0.0,1.0,0,0,0,0,0
11.39,Euro,11.39,Euro,Reinvestment,Sole Proprietorship,Spain,1,1,Sole Proprietorship,Spain,1,1,0,1,3,0,2.516889695641051,2.516889695641051,0.0,1.0,1,1,1,0,0
2.803408,Bitcoin,2.803408,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,8899,695,0,1,3,0,1.3358975069150119,1.3358975069150119,0.0,1.0,1,1,1,0,0
19.25,US Dollar,19.25,US Dollar,Reinvestment,Partnership,Arbor,1,1,Partnership,Arbor,1,1,1,1,3,0,3.0081547935525483,3.0081547935525483,0.0,1.0,1,1,1,0,0
520321.23,Euro,520321.23,Euro,Reinvestment,Corporation,Italy,2,2,Corporation,Italy,2,2,0,1,3,0,13.162203571716452,13.162203571716452,0.0,1.0,1,1,1,0,0
3.26,US Dollar,3.26,US Dollar,Reinvestment,Partnership,National,1,1,Partnership,National,1,1,0,1,3,0,1.449269160281279,1.449269160281279,0.0,1.0,1,1,1,0,0
2671.29,US Dollar,2671.29,US Dollar,Reinvestment,Corporation,First,7,7,Corporation,First,7,7,0,1,3,0,7.8906910617013954,7.8906910617013954,0.0,1.0,1,1,1,0,0
19.25,US Dollar,19.25,US Dollar,Reinvestment,Corporation,First,7,7,Corporation,First,7,7,0,1,3,0,3.0081547935525483,3.0081547935525483,0.0,1.0,1,1,1,0,0
13963.42,US Dollar,13963.42,US Dollar,Reinvestment,Corporation,National,8,8,Corporation,National,8,8,0,1,3,0,9.544267945114349,9.544267945114349,0.0,1.0,1,1,1,0,0
457.23,US Dollar,457.23,US Dollar,Credit Card,Corporation,First,1,1,Partnership,Hilltop Cooperative,6,6,1,1,3,0,6.127371241468411,6.127371241468411,0.0,1.0,0,0,0,0,0
1.768637,Bitcoin,1.768637,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,8899,695,0,1,3,0,1.0183551413373666,1.0183551413373666,0.0,1.0,1,1,1,0,0
3668.85,US Dollar,3668.85,US Dollar,Cash,Partnership,Willows Thrift,3,3,Sole Proprietorship,First,1,1,0,1,3,0,8.207906068278731,8.207906068278731,0.0,1.0,0,0,0,0,1
73.96,Saudi Riyal,73.96,Saudi Riyal,Reinvestment,Partnership,Saudi Arabia,8,8,Partnership,Saudi Arabia,8,8,0,1,3,0,4.316954637930166,4.316954637930166,0.0,1.0,1,1,1,0,0
296392.53,US Dollar,296392.53,US Dollar,Cheque,Corporation,Oasis,5,5,Sole Proprietorship,Desert Credit Union,1,1,0,1,3,0,12.599443343555835,12.599443343555835,0.0,1.0,0,0,0,0,0
2.66,Euro,2.66,Euro,Reinvestment,Sole Proprietorship,Netherlands,3,3,Sole Proprietorship,Netherlands,3,3,0,1,3,0,1.297463147413275,1.297463147413275,0.0,1.0,1,1,1,0,0
0.007686,Bitcoin,0.007686,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,3576,407,Sole Proprietorship,Crytpo,3576,407,0,1,3,0,0.007656613183993377,0.007656613183993377,0.0,1.0,0,0,1,0,0
4484.98,Shekel,4484.98,Shekel,Reinvestment,Corporation,Israel,2289,418,Corporation,Israel,2289,418,0,1,3,0,8.408712256755459,8.408712256755459,0.0,1.0,1,1,1,0,0
9.4,US Dollar,9.4,US Dollar,Reinvestment,Sole Proprietorship,First,6,6,Sole Proprietorship,First,6,6,0,1,3,0,2.341805806147327,2.341805806147327,0.0,1.0,1,1,1,0,0
390192.16,US Dollar,390192.16,US Dollar,Reinvestment,Sole Proprietorship,Hilltop Credit Union,1,1,Sole Proprietorship,Hilltop Credit Union,1,1,0,1,3,0,12.87439717754544,12.87439717754544,0.0,1.0,1,1,1,0,0
3756.26,US Dollar,3756.26,US Dollar,Reinvestment,Sole Proprietorship,Mountain,5,5,Sole Proprietorship,Mountain,5,5,0,1,3,0,8.23144524733172,8.23144524733172,0.0,1.0,1,1,1,0,0
70831.64,US Dollar,70831.64,US Dollar,Cash,Partnership,Willows Thrift,3,3,Corporation,First,1,1,0,1,3,0,11.1680751903953,11.1680751903953,0.0,1.0,0,0,0,0,1
19.691853,Bitcoin,19.691853,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,3576,407,Sole Proprietorship,Crytpo,3576,407,0,1,3,0,3.029740047921176,3.029740047921176,0.0,1.0,0,0,1,0,0
303741.78,US Dollar,303741.78,US Dollar,Reinvestment,Sole Proprietorship,First,1,1,Sole Proprietorship,First,1,1,0,1,3,0,12.62393650380707,12.62393650380707,0.0,1.0,1,1,1,0,0
11.38,US Dollar,11.38,US Dollar,Reinvestment,Corporation,Spruce Community,8,8,Corporation,Spruce Community,8,8,0,1,3,0,2.5160822672564502,2.5160822672564502,0.0,1.0,1,1,1,0,0
6514.8,Australian Dollar,6514.8,Australian Dollar,Credit Card,Sole Proprietorship,Australia,1,1,Partnership,Australia,1,1,1,1,3,0,8.781985275573772,8.781985275573772,0.0,1.0,0,0,0,0,0
185370.96,Yuan,185370.96,Yuan,Credit Card,Partnership,National,15,12,Corporation,China,1,1,0,1,3,0,12.130119680114936,12.130119680114936,0.0,1.0,0,0,0,0,0
88.29,Saudi Riyal,88.29,Saudi Riyal,Reinvestment,Sole Proprietorship,Saudi Arabia,5,5,Sole Proprietorship,Saudi Arabia,5,5,0,1,3,0,4.491889499529125,4.491889499529125,0.0,1.0,1,1,1,0,0
323.25,Euro,323.25,Euro,Credit Card,Sole Proprietorship,Willows Thrift,13,11,Partnership,Germany,15,15,0,1,3,0,5.781514823196553,5.781514823196553,0.0,1.0,0,0,0,0,1
1599.89,US Dollar,1599.89,US Dollar,Reinvestment,Partnership,Desert Bancorp,6,6,Partnership,Desert Bancorp,6,6,1,1,3,0,7.378315003578188,7.378315003578188,0.0,1.0,1,1,1,0,0
106032.83,Shekel,106032.83,Shekel,Wire,Partnership,Israel,2872,683,Sole Proprietorship,Israel,12,12,0,1,3,0,11.571513473119772,11.571513473119772,0.0,1.0,0,0,0,0,0
10643.78,US Dollar,10643.78,US Dollar,Reinvestment,Partnership,National,1,1,Partnership,National,1,1,0,1,3,0,9.272824910134212,9.272824910134212,0.0,1.0,1,1,1,0,0
1005590.35,Euro,1005590.35,Euro,Reinvestment,Corporation,Latvia,1,1,Corporation,Latvia,1,1,0,1,3,0,13.821086334391426,13.821086334391426,0.0,1.0,1,1,1,0,0
4633.75,US Dollar,4633.75,US Dollar,Reinvestment,Partnership,Heath Community,1,1,Partnership,Heath Community,1,1,0,1,3,0,8.441337539112702,8.441337539112702,0.0,1.0,1,1,1,0,0
21.04,US Dollar,21.04,US Dollar,Reinvestment,Sole Proprietorship,First,5,5,Sole Proprietorship,First,5,5,0,1,3,0,3.092858984284714,3.092858984284714,0.0,1.0,1,1,1,0,0
1510.06,US Dollar,1510.06,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Corporation,National,6,6,0,1,3,0,7.320566670286484,7.320566670286484,0.0,1.0,0,0,0,0,1
20.89,US Dollar,20.89,US Dollar,Reinvestment,Sole Proprietorship,Regents Savings,5,5,Sole Proprietorship,Regents Savings,5,5,0,1,3,0,3.0860299115347716,3.0860299115347716,0.0,1.0,1,1,1,0,0
15960.34,Euro,15960.34,Euro,Reinvestment,Sole Proprietorship,Germany,3,3,Sole Proprietorship,Germany,3,3,0,1,3,0,9.677924827379114,9.677924827379114,0.0,1.0,1,1,1,0,0
5430.42,US Dollar,5430.42,US Dollar,Cheque,Partnership,National,1,1,Partnership,Savings,1,1,0,1,3,0,8.599955888869081,8.599955888869081,0.0,1.0,0,0,0,0,0
26187.27,US Dollar,26187.27,US Dollar,Cash,Sole Proprietorship,First,6,6,Sole Proprietorship,First,8,8,0,1,3,0,10.173066879573513,10.173066879573513,0.0,1.0,0,0,0,0,0
4.97,US Dollar,4.97,US Dollar,Reinvestment,Partnership,National,1,1,Partnership,National,1,1,0,1,3,0,1.7867469274045107,1.7867469274045107,0.0,1.0,1,1,1,0,0
108.587811,Bitcoin,108.587811,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,3576,407,Sole Proprietorship,Crytpo,3576,407,0,1,3,0,4.696726154825585,4.696726154825585,0.0,1.0,1,1,1,0,0
5469968.6,Mexican Peso,5469968.6,Mexican Peso,Reinvestment,Corporation,Mexico,4,4,Corporation,Mexico,4,4,0,1,3,0,15.514783616795883,15.514783616795883,0.0,1.0,1,1,1,0,0
16.44,Euro,16.44,Euro,Reinvestment,Sole Proprietorship,Italy,6,6,Sole Proprietorship,Italy,6,6,0,1,3,0,2.8587664184808337,2.8587664184808337,0.0,1.0,1,1,1,0,0
4133.67,US Dollar,4133.67,US Dollar,ACH,Partnership,Bank of Tuscon,9,9,Corporation,Arbor Community,7,7,0,1,3,0,8.327162797743457,8.327162797743457,0.0,1.0,0,0,0,0,0
7123.66,Yen,7123.66,Yen,Credit Card,Sole Proprietorship,Mexico,3,3,Corporation,Japan,1,1,0,1,3,0,8.871317284700003,8.871317284700003,0.0,1.0,0,0,0,0,0
80948.19,US Dollar,80948.19,US Dollar,Cash,Partnership,Willows Thrift,3,3,Corporation,First,1,1,0,1,3,0,11.301576952879067,11.301576952879067,0.0,1.0,0,0,0,0,0
16819.76,Ruble,16819.76,Ruble,Credit Card,Corporation,Willows Thrift,865,182,Sole Proprietorship,Russia,1,1,0,1,3,0,9.730369116810559,9.730369116810559,0.0,1.0,0,0,0,0,0
53.06,Euro,53.06,Euro,Credit Card,Sole Proprietorship,Germany,1,1,Corporation,France,4,4,0,1,3,0,3.9900945408483017,3.9900945408483017,0.0,1.0,0,0,0,0,0
120963.17,Swiss Franc,120963.17,Swiss Franc,Reinvestment,Corporation,Switzerland,6,6,Corporation,Switzerland,6,6,0,1,3,0,11.703249665025487,11.703249665025487,0.0,1.0,1,1,1,0,0
6.59,US Dollar,6.59,US Dollar,Credit Card,Corporation,Savings,6,6,Partnership,National,1,1,0,1,3,0,2.0268315914075385,2.0268315914075385,0.0,1.0,0,0,0,0,0
541.57,Ruble,541.57,Ruble,Reinvestment,Sole Proprietorship,Russia,1,1,Sole Proprietorship,Russia,1,1,0,1,3,0,6.296317109348734,6.296317109348734,0.0,1.0,1,1,1,0,0
211.85,Brazil Real,211.85,Brazil Real,Credit Card,Sole Proprietorship,Brazil,3360,630,Corporation,Brazil,1,1,0,1,3,0,5.360587692274161,5.360587692274161,0.0,1.0,0,0,0,0,0
7.27,Euro,7.27,Euro,Reinvestment,Partnership,Belgium,143,102,Partnership,Belgium,143,102,0,1,3,0,2.1126345090356,2.1126345090356,0.0,1.0,1,1,1,0,0
2435.09,Euro,2435.09,Euro,ACH,Partnership,Italy,167,113,Corporation,Germany,29,26,0,1,3,0,7.798149573960115,7.798149573960115,0.0,1.0,0,0,0,0,0
0.475599,Bitcoin,0.475599,Bitcoin,Bitcoin,Partnership,Crytpo,1560,430,Partnership,Crytpo,1560,430,0,1,3,0,0.3890640090497228,0.3890640090497228,0.0,1.0,1,1,1,0,0
90.72,Yuan,90.72,Yuan,Reinvestment,Sole Proprietorship,China,340,146,Sole Proprietorship,China,340,146,0,1,3,0,4.518740457989703,4.518740457989703,0.0,1.0,1,1,1,0,0
114.5,US Dollar,114.5,US Dollar,Credit Card,Corporation,National,8,8,Partnership,Savings,2,2,0,1,3,0,4.749270529961848,4.749270529961848,0.0,1.0,0,0,0,0,0
263.85,US Dollar,263.85,US Dollar,Reinvestment,Corporation,Bank of Tampa,8,8,Corporation,Bank of Tampa,8,8,0,1,3,0,5.5791636279905354,5.5791636279905354,0.0,1.0,1,1,1,0,0
11.99,Euro,11.99,Euro,Reinvestment,Sole Proprietorship,Netherlands,36,35,Sole Proprietorship,Netherlands,36,35,0,1,3,0,2.5641798306825083,2.5641798306825083,0.0,1.0,1,1,1,0,0
5773.51,Euro,5773.51,Euro,Cheque,Corporation,First,31,26,Sole Proprietorship,Italy,1,1,0,1,3,0,8.66120868330531,8.66120868330531,0.0,1.0,0,0,0,0,0
8879.56,US Dollar,8879.56,US Dollar,Cheque,Corporation,The Pine Thrift,1,1,Sole Proprietorship,Bank of Lacrosse,1,1,0,1,3,0,9.091619897060887,9.091619897060887,0.0,1.0,0,0,0,0,0
3.05,US Dollar,3.05,US Dollar,Reinvestment,Sole Proprietorship,National,1,1,Sole Proprietorship,National,1,1,0,1,3,0,1.3987168811184478,1.3987168811184478,0.0,1.0,1,1,1,0,0
9626868.13,Euro,9626868.13,Euro,Cash,Sole Proprietorship,Willows Thrift,13,11,Corporation,France,2,2,0,1,3,0,16.080068614609328,16.080068614609328,0.0,1.0,0,0,0,0,1
136456.47,US Dollar,136456.47,US Dollar,Reinvestment,Partnership,Acme Cooperative,1,1,Partnership,Acme Cooperative,1,1,0,1,3,0,11.823768269965973,11.823768269965973,0.0,1.0,1,1,1,0,0
7602.42,US Dollar,7602.42,US Dollar,Reinvestment,Partnership,First,14,14,Partnership,First,14,14,0,1,3,0,8.936353425054786,8.936353425054786,0.0,1.0,1,1,1,0,0
576.16,US Dollar,576.16,US Dollar,Reinvestment,Corporation,Sunrise Thrift,7,7,Corporation,Sunrise Thrift,7,7,0,1,3,0,6.358119524429055,6.358119524429055,0.0,1.0,1,1,1,0,0
127478.42,Yuan,127478.42,Yuan,Reinvestment,Corporation,China,1,1,Corporation,China,1,1,0,1,3,0,11.75571021878763,11.75571021878763,0.0,1.0,1,1,1,0,0
14.73,US Dollar,14.73,US Dollar,Reinvestment,Sole Proprietorship,Acme Credit Union,1,1,Sole Proprietorship,Acme Credit Union,1,1,0,1,3,0,2.7555697170701863,2.7555697170701863,0.0,1.0,1,1,1,0,0
15968.8,Euro,15968.8,Euro,Cash,Corporation,Netherlands,1,1,Corporation,Italy,6,6,1,1,3,0,9.67845471764911,9.67845471764911,0.0,1.0,0,0,0,0,0
1052986.83,Ruble,1052986.83,Ruble,Reinvestment,Corporation,Russia,532,204,Corporation,Russia,532,204,0,1,3,0,13.867142233594434,13.867142233594434,0.0,1.0,1,1,1,0,0
7595669.49,Yuan,7595669.49,Yuan,Reinvestment,Sole Proprietorship,China,3,3,Sole Proprietorship,China,3,3,0,1,3,0,15.843088970563183,15.843088970563183,0.0,1.0,1,1,1,0,0
1509.6,Euro,1509.6,Euro,Reinvestment,Sole Proprietorship,Germany,6,6,Sole Proprietorship,Germany,6,6,0,1,3,0,7.3202622018793475,7.3202622018793475,0.0,1.0,1,1,1,0,0
0.001346,Bitcoin,0.001346,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,3576,407,Sole Proprietorship,Crytpo,3576,407,0,1,3,0,0.0013450949540368825,0.0013450949540368825,0.0,1.0,1,1,1,0,0
69.3,Euro,69.3,Euro,Credit Card,Sole Proprietorship,Italy,23,22,Sole Proprietorship,Germany,2,2,0,1,3,0,4.252771798816619,4.252771798816619,0.0,1.0,0,0,0,0,0
16567.83,Euro,16567.83,Euro,Reinvestment,Partnership,Germany,2,2,Partnership,Germany,2,2,0,1,3,0,9.715278498392333,9.715278498392333,0.0,1.0,1,1,1,0,0
10138.53,Australian Dollar,10138.53,Australian Dollar,Reinvestment,Corporation,Australia,4795,699,Corporation,Australia,4795,699,0,1,3,0,9.224196924986117,9.224196924986117,0.0,1.0,1,1,1,0,0
30815.93,US Dollar,30815.93,US Dollar,Reinvestment,Partnership,National,1,1,Partnership,National,1,1,0,1,3,0,10.335819493270197,10.335819493270197,0.0,1.0,1,1,1,0,0
59578.5,US Dollar,59578.5,US Dollar,Reinvestment,Sole Proprietorship,Savings,8,8,Sole Proprietorship,Savings,8,8,0,1,3,0,10.995066834154182,10.995066834154182,0.0,1.0,1,1,1,0,0
86728.21,Euro,86728.21,Euro,Cheque,Corporation,Netherlands,10,10,Partnership,Germany,20,20,0,1,3,0,11.37054601490878,11.37054601490878,0.0,1.0,0,0,0,0,0
83331.51,Euro,83331.51,Euro,Reinvestment,Corporation,Spain,1,1,Corporation,Spain,1,1,0,1,3,0,11.330594028127466,11.330594028127466,0.0,1.0,1,1,1,0,0
280.02,US Dollar,280.02,US Dollar,Cheque,Partnership,Sea Bancorp,6,6,Sole Proprietorship,Bank of Lincoln,6,6,1,1,3,0,5.6384258411781945,5.6384258411781945,0.0,1.0,0,0,0,0,0
3556.53,US Dollar,3556.53,US Dollar,Reinvestment,Partnership,Savings,8,8,Partnership,Savings,8,8,0,1,3,0,8.176821762816715,8.176821762816715,0.0,1.0,1,1,1,0,0
4791.61,US Dollar,4791.61,US Dollar,Reinvestment,Sole Proprietorship,National,5,5,Sole Proprietorship,National,5,5,0,1,3,0,8.474830427186388,8.474830427186388,0.0,1.0,1,1,1,0,0
17.27,Euro,17.27,Euro,Reinvestment,Corporation,Spain,22,22,Corporation,Spain,22,22,0,1,3,0,2.9052603703899154,2.9052603703899154,0.0,1.0,1,1,1,0,0
0.709638,Bitcoin,0.709638,Bitcoin,Bitcoin,Partnership,Crytpo,1568,375,Corporation,Crytpo,1765,313,0,1,3,0,0.5362816521973944,0.5362816521973944,0.0,1.0,0,0,0,0,0
145.53,Yuan,145.53,Yuan,Reinvestment,Corporation,China,23,22,Corporation,China,23,22,0,1,3,0,4.987230185649934,4.987230185649934,0.0,1.0,1,1,1,0,0
20.78,US Dollar,20.78,US Dollar,Reinvestment,Partnership,Savings,7,7,Partnership,Savings,7,7,0,1,3,0,3.0809921175048145,3.0809921175048145,0.0,1.0,1,1,1,0,0
8130.43,Euro,8130.43,Euro,Reinvestment,Partnership,France,12,12,Partnership,France,12,12,0,1,3,0,9.003492078833633,9.003492078833633,0.0,1.0,1,1,1,0,0
2256.42,US Dollar,2256.42,US Dollar,ACH,Corporation,Oak Savings,1,1,Corporation,Bank of Fairfield,8,8,0,1,3,0,7.721977847232433,7.721977847232433,0.0,1.0,0,0,0,0,1
808.11,Euro,808.11,Euro,Reinvestment,Corporation,Germany,7,7,Corporation,Germany,7,7,0,1,3,0,6.695934878149109,6.695934878149109,0.0,1.0,1,1,1,0,0
9.97,US Dollar,9.97,US Dollar,Reinvestment,Sole Proprietorship,Heath Community,7,7,Sole Proprietorship,Heath Community,7,7,0,1,3,0,2.395164274287139,2.395164274287139,0.0,1.0,1,1,1,0,0
333.98,Euro,333.98,Euro,Reinvestment,Corporation,Netherlands,148,93,Corporation,Netherlands,148,93,0,1,3,0,5.814070828550324,5.814070828550324,0.0,1.0,1,1,1,0,0
3010.38,US Dollar,3010.38,US Dollar,Credit Card,Partnership,Willows Thrift,3,3,Sole Proprietorship,Bank of Milford,1,1,1,1,3,0,8.010153724437654,8.010153724437654,0.0,1.0,0,0,0,0,1
29072.01,Euro,29072.01,Euro,Reinvestment,Sole Proprietorship,Spain,5,5,Sole Proprietorship,Spain,5,5,0,1,3,0,10.277565531364353,10.277565531364353,0.0,1.0,1,1,1,0,0
